kabupaten,tipe,bulan,tahun,bulan_ke,titik_panas
Ketapang,Kabupaten,2012-03,2012,3,58
Ketapang,Kabupaten,2012-04,2012,4,51
Ketapang,Kabupaten,2012-05,2012,5,195
Ketapang,Kabupaten,2012-06,2012,6,546
Ketapang,Kabupaten,2012-07,2012,7,545
Ketapang,Kabupaten,2012-08,2012,8,4366
Ketapang,Kabupaten,2012-09,2012,9,4256
Ketapang,Kabupaten,2012-10,2012,10,1657
Ketapang,Kabupaten,2012-11,2012,11,20
Ketapang,Kabupaten,2012-12,2012,12,4
Ketapang,Kabupaten,2013-01,2013,1,25
Ketapang,Kabupaten,2013-02,2013,2,20
Ketapang,Kabupaten,2013-03,2013,3,137
Ketapang,Kabupaten,2013-04,2013,4,49
Ketapang,Kabupaten,2013-05,2013,5,35
Ketapang,Kabupaten,2013-06,2013,6,167
Ketapang,Kabupaten,2013-07,2013,7,116
Ketapang,Kabupaten,2013-08,2013,8,1474
Ketapang,Kabupaten,2013-09,2013,9,2629
Ketapang,Kabupaten,2013-10,2013,10,1083
Ketapang,Kabupaten,2013-11,2013,11,30
Ketapang,Kabupaten,2013-12,2013,12,10
Ketapang,Kabupaten,2014-01,2014,1,248
Ketapang,Kabupaten,2014-02,2014,2,934
Ketapang,Kabupaten,2014-03,2014,3,72
Ketapang,Kabupaten,2014-04,2014,4,50
Ketapang,Kabupaten,2014-05,2014,5,51
Ketapang,Kabupaten,2014-06,2014,6,70
Ketapang,Kabupaten,2014-07,2014,7,870
Ketapang,Kabupaten,2014-08,2014,8,2801
Ketapang,Kabupaten,2014-09,2014,9,7398
Ketapang,Kabupaten,2014-10,2014,10,4330
Ketapang,Kabupaten,2014-11,2014,11,1419
Ketapang,Kabupaten,2014-12,2014,12,12
Ketapang,Kabupaten,2015-01,2015,1,41
Ketapang,Kabupaten,2015-02,2015,2,45
Ketapang,Kabupaten,2015-03,2015,3,22
Ketapang,Kabupaten,2015-04,2015,4,11
Ketapang,Kabupaten,2015-05,2015,5,60
Ketapang,Kabupaten,2015-06,2015,6,100
Ketapang,Kabupaten,2015-07,2015,7,634
Ketapang,Kabupaten,2015-08,2015,8,6216
Ketapang,Kabupaten,2015-09,2015,9,12814
Ketapang,Kabupaten,2015-10,2015,10,5141
Ketapang,Kabupaten,2015-11,2015,11,333
Ketapang,Kabupaten,2015-12,2015,12,23
Ketapang,Kabupaten,2016-01,2016,1,3
Ketapang,Kabupaten,2016-02,2016,2,13
Ketapang,Kabupaten,2016-03,2016,3,24
Ketapang,Kabupaten,2016-04,2016,4,6
Ketapang,Kabupaten,2016-05,2016,5,17
Ketapang,Kabupaten,2016-06,2016,6,18
Ketapang,Kabupaten,2016-07,2016,7,39
Ketapang,Kabupaten,2016-08,2016,8,734
Ketapang,Kabupaten,2016-09,2016,9,1730
Ketapang,Kabupaten,2016-10,2016,10,185
Ketapang,Kabupaten,2016-11,2016,11,7
Ketapang,Kabupaten,2016-12,2016,12,16
Ketapang,Kabupaten,2017-01,2017,1,19
Ketapang,Kabupaten,2017-02,2017,2,9
Ketapang,Kabupaten,2017-03,2017,3,23
Ketapang,Kabupaten,2017-04,2017,4,13
Ketapang,Kabupaten,2017-05,2017,5,25
Ketapang,Kabupaten,2017-06,2017,6,64
Ketapang,Kabupaten,2017-07,2017,7,88
Ketapang,Kabupaten,2017-08,2017,8,150
Ketapang,Kabupaten,2017-09,2017,9,969
Ketapang,Kabupaten,2017-10,2017,10,135
Ketapang,Kabupaten,2017-11,2017,11,5
Ketapang,Kabupaten,2017-12,2017,12,27
Ketapang,Kabupaten,2018-01,2018,1,40
Ketapang,Kabupaten,2018-02,2018,2,213
Ketapang,Kabupaten,2018-03,2018,3,26
Ketapang,Kabupaten,2018-04,2018,4,25
Ketapang,Kabupaten,2018-05,2018,5,29
Ketapang,Kabupaten,2018-06,2018,6,57
Ketapang,Kabupaten,2018-07,2018,7,331
Ketapang,Kabupaten,2018-08,2018,8,3675
Ketapang,Kabupaten,2018-09,2018,9,1745
Ketapang,Kabupaten,2018-10,2018,10,247
Ketapang,Kabupaten,2018-11,2018,11,5
Ketapang,Kabupaten,2018-12,2018,12,4
Ketapang,Kabupaten,2019-01,2019,1,24
Ketapang,Kabupaten,2019-02,2019,2,18
Ketapang,Kabupaten,2019-03,2019,3,29
Ketapang,Kabupaten,2019-04,2019,4,16
Ketapang,Kabupaten,2019-05,2019,5,30
Ketapang,Kabupaten,2019-06,2019,6,21
Ketapang,Kabupaten,2019-07,2019,7,236
Ketapang,Kabupaten,2019-08,2019,8,4107
Ketapang,Kabupaten,2019-09,2019,9,14219
Ketapang,Kabupaten,2019-10,2019,10,654
Ketapang,Kabupaten,2019-11,2019,11,645
Ketapang,Kabupaten,2019-12,2019,12,6
Ketapang,Kabupaten,2020-01,2020,1,6
Ketapang,Kabupaten,2020-02,2020,2,6
Ketapang,Kabupaten,2020-03,2020,3,22
Ketapang,Kabupaten,2020-04,2020,4,12
Ketapang,Kabupaten,2020-05,2020,5,3
Ketapang,Kabupaten,2020-06,2020,6,25
Ketapang,Kabupaten,2020-07,2020,7,14
Ketapang,Kabupaten,2020-08,2020,8,329
Ketapang,Kabupaten,2020-09,2020,9,865
Ketapang,Kabupaten,2020-10,2020,10,262
Ketapang,Kabupaten,2020-11,2020,11,15
Ketapang,Kabupaten,2020-12,2020,12,12
Ketapang,Kabupaten,2021-01,2021,1,14
Ketapang,Kabupaten,2021-02,2021,2,123
Ketapang,Kabupaten,2021-03,2021,3,37
Ketapang,Kabupaten,2021-04,2021,4,125
Ketapang,Kabupaten,2021-05,2021,5,26
Ketapang,Kabupaten,2021-06,2021,6,40
Ketapang,Kabupaten,2021-07,2021,7,67
Ketapang,Kabupaten,2021-08,2021,8,81
Ketapang,Kabupaten,2021-09,2021,9,981
Ketapang,Kabupaten,2021-10,2021,10,199
Ketapang,Kabupaten,2021-11,2021,11,19
Ketapang,Kabupaten,2021-12,2021,12,25
Ketapang,Kabupaten,2022-01,2022,1,43
Ketapang,Kabupaten,2022-02,2022,2,27
Ketapang,Kabupaten,2022-03,2022,3,57
Ketapang,Kabupaten,2022-04,2022,4,57
Ketapang,Kabupaten,2022-05,2022,5,64
Ketapang,Kabupaten,2022-06,2022,6,20
Ketapang,Kabupaten,2022-07,2022,7,79
Ketapang,Kabupaten,2022-08,2022,8,378
Ketapang,Kabupaten,2022-09,2022,9,397
Ketapang,Kabupaten,2022-10,2022,10,21
Ketapang,Kabupaten,2022-11,2022,11,18
Ketapang,Kabupaten,2022-12,2022,12,32
Ketapang,Kabupaten,2023-01,2023,1,39
Ketapang,Kabupaten,2023-02,2023,2,32
Ketapang,Kabupaten,2023-03,2023,3,17
Ketapang,Kabupaten,2023-04,2023,4,95
Ketapang,Kabupaten,2023-05,2023,5,119
Ketapang,Kabupaten,2023-06,2023,6,129
Ketapang,Kabupaten,2023-07,2023,7,481
Ketapang,Kabupaten,2023-08,2023,8,2691
Ketapang,Kabupaten,2023-09,2023,9,1990
Ketapang,Kabupaten,2023-10,2023,10,1333
Ketapang,Kabupaten,2023-11,2023,11,29
Ketapang,Kabupaten,2023-12,2023,12,18
Ketapang,Kabupaten,2024-01,2024,1,19
Ketapang,Kabupaten,2024-02,2024,2,11
Ketapang,Kabupaten,2024-03,2024,3,37
Ketapang,Kabupaten,2024-04,2024,4,7
Ketapang,Kabupaten,2024-05,2024,5,20
Ketapang,Kabupaten,2024-06,2024,6,44
Ketapang,Kabupaten,2024-07,2024,7,92
Ketapang,Kabupaten,2024-08,2024,8,330
Ketapang,Kabupaten,2024-09,2024,9,2304
Ketapang,Kabupaten,2024-10,2024,10,120
Ketapang,Kabupaten,2024-11,2024,11,7
Ketapang,Kabupaten,2024-12,2024,12,6
Ketapang,Kabupaten,2025-01,2025,1,2
Ketapang,Kabupaten,2025-02,2025,2,26
Ketapang,Kabupaten,2025-03,2025,3,12
Ketapang,Kabupaten,2025-04,2025,4,14
Ketapang,Kabupaten,2025-05,2025,5,87
Ketapang,Kabupaten,2025-06,2025,6,64
Ketapang,Kabupaten,2025-07,2025,7,280
Ketapang,Kabupaten,2025-08,2025,8,971
Ketapang,Kabupaten,2025-09,2025,9,1474
Ketapang,Kabupaten,2025-10,2025,10,117
Ketapang,Kabupaten,2025-11,2025,11,25
Ketapang,Kabupaten,2025-12,2025,12,5
Ketapang,Kabupaten,2026-01,2026,1,88
Ketapang,Kabupaten,2026-02,2026,2,98
Ketapang,Kabupaten,2026-03,2026,3,500
Ketapang,Kabupaten,2026-04,2026,4,22
Ketapang,Kabupaten,2026-05,2026,5,39
Ketapang,Kabupaten,2026-06,2026,6,99
Ketapang,Kabupaten,2026-07,2026,7,873
Ketapang,Kabupaten,2026-08,2026,8,11009
KotaPontianak,Kota,2012-01,2012,1,0
KotaPontianak,Kota,2012-02,2012,2,0
KotaPontianak,Kota,2012-03,2012,3,0
KotaPontianak,Kota,2012-04,2012,4,1
KotaPontianak,Kota,2012-05,2012,5,3
KotaPontianak,Kota,2012-06,2012,6,2
KotaPontianak,Kota,2012-07,2012,7,4
KotaPontianak,Kota,2012-08,2012,8,12
KotaPontianak,Kota,2012-09,2012,9,2
KotaPontianak,Kota,2012-10,2012,10,0
KotaPontianak,Kota,2012-11,2012,11,0
KotaPontianak,Kota,2012-12,2012,12,0
KotaPontianak,Kota,2013-01,2013,1,3
KotaPontianak,Kota,2013-02,2013,2,1
KotaPontianak,Kota,2013-03,2013,3,19
KotaPontianak,Kota,2013-04,2013,4,0
KotaPontianak,Kota,2013-05,2013,5,1
KotaPontianak,Kota,2013-06,2013,6,2
KotaPontianak,Kota,2013-07,2013,7,0
KotaPontianak,Kota,2013-08,2013,8,1
KotaPontianak,Kota,2013-09,2013,9,0
KotaPontianak,Kota,2013-10,2013,10,2
KotaPontianak,Kota,2013-11,2013,11,0
KotaPontianak,Kota,2013-12,2013,12,0
KotaPontianak,Kota,2014-01,2014,1,7
KotaPontianak,Kota,2014-02,2014,2,22
KotaPontianak,Kota,2014-03,2014,3,2
KotaPontianak,Kota,2014-04,2014,4,0
KotaPontianak,Kota,2014-05,2014,5,0
KotaPontianak,Kota,2014-06,2014,6,2
KotaPontianak,Kota,2014-07,2014,7,0
KotaPontianak,Kota,2014-08,2014,8,0
KotaPontianak,Kota,2014-09,2014,9,1
KotaPontianak,Kota,2014-10,2014,10,0
KotaPontianak,Kota,2014-11,2014,11,0
KotaPontianak,Kota,2014-12,2014,12,0
KotaPontianak,Kota,2015-01,2015,1,0
KotaPontianak,Kota,2015-02,2015,2,0
KotaPontianak,Kota,2015-03,2015,3,5
KotaPontianak,Kota,2015-04,2015,4,2
KotaPontianak,Kota,2015-05,2015,5,1
KotaPontianak,Kota,2015-06,2015,6,0
KotaPontianak,Kota,2015-07,2015,7,1
KotaPontianak,Kota,2015-08,2015,8,4
KotaPontianak,Kota,2015-09,2015,9,0
KotaPontianak,Kota,2015-10,2015,10,0
KotaPontianak,Kota,2015-11,2015,11,0
KotaPontianak,Kota,2015-12,2015,12,0
KotaPontianak,Kota,2016-01,2016,1,0
KotaPontianak,Kota,2016-02,2016,2,0
KotaPontianak,Kota,2016-03,2016,3,1
KotaPontianak,Kota,2016-04,2016,4,0
KotaPontianak,Kota,2016-05,2016,5,0
KotaPontianak,Kota,2016-06,2016,6,1
KotaPontianak,Kota,2016-07,2016,7,0
KotaPontianak,Kota,2016-08,2016,8,9
KotaPontianak,Kota,2016-09,2016,9,8
KotaPontianak,Kota,2016-10,2016,10,2
KotaPontianak,Kota,2016-11,2016,11,0
KotaPontianak,Kota,2016-12,2016,12,1
KotaPontianak,Kota,2017-01,2017,1,8
KotaPontianak,Kota,2017-02,2017,2,2
KotaPontianak,Kota,2017-03,2017,3,0
KotaPontianak,Kota,2017-04,2017,4,0
KotaPontianak,Kota,2017-05,2017,5,0
KotaPontianak,Kota,2017-06,2017,6,0
KotaPontianak,Kota,2017-07,2017,7,0
KotaPontianak,Kota,2017-08,2017,8,1
KotaPontianak,Kota,2017-09,2017,9,0
KotaPontianak,Kota,2017-10,2017,10,0
KotaPontianak,Kota,2017-11,2017,11,0
KotaPontianak,Kota,2017-12,2017,12,0
KotaPontianak,Kota,2018-01,2018,1,0
KotaPontianak,Kota,2018-02,2018,2,4
KotaPontianak,Kota,2018-03,2018,3,1
KotaPontianak,Kota,2018-04,2018,4,0
KotaPontianak,Kota,2018-05,2018,5,0
KotaPontianak,Kota,2018-06,2018,6,0
KotaPontianak,Kota,2018-07,2018,7,4
KotaPontianak,Kota,2018-08,2018,8,26
KotaPontianak,Kota,2018-09,2018,9,0
KotaPontianak,Kota,2018-10,2018,10,0
KotaPontianak,Kota,2018-11,2018,11,0
KotaPontianak,Kota,2018-12,2018,12,0
KotaPontianak,Kota,2019-01,2019,1,0
KotaPontianak,Kota,2019-02,2019,2,0
KotaPontianak,Kota,2019-03,2019,3,0
KotaPontianak,Kota,2019-04,2019,4,4
KotaPontianak,Kota,2019-05,2019,5,0
KotaPontianak,Kota,2019-06,2019,6,0
KotaPontianak,Kota,2019-07,2019,7,0
KotaPontianak,Kota,2019-08,2019,8,3
KotaPontianak,Kota,2019-09,2019,9,1
KotaPontianak,Kota,2019-10,2019,10,1
KotaPontianak,Kota,2019-11,2019,11,0
KotaPontianak,Kota,2019-12,2019,12,0
KotaPontianak,Kota,2020-01,2020,1,0
KotaPontianak,Kota,2020-02,2020,2,0
KotaPontianak,Kota,2020-03,2020,3,0
KotaPontianak,Kota,2020-04,2020,4,0
KotaPontianak,Kota,2020-05,2020,5,0
KotaPontianak,Kota,2020-06,2020,6,0
KotaPontianak,Kota,2020-07,2020,7,0
KotaPontianak,Kota,2020-08,2020,8,0
KotaPontianak,Kota,2020-09,2020,9,0
KotaPontianak,Kota,2020-10,2020,10,0
KotaPontianak,Kota,2020-11,2020,11,0
KotaPontianak,Kota,2020-12,2020,12,0
KotaPontianak,Kota,2021-01,2021,1,0
KotaPontianak,Kota,2021-02,2021,2,56
KotaPontianak,Kota,2021-03,2021,3,0
KotaPontianak,Kota,2021-04,2021,4,3
KotaPontianak,Kota,2021-05,2021,5,0
KotaPontianak,Kota,2021-06,2021,6,0
KotaPontianak,Kota,2021-07,2021,7,0
KotaPontianak,Kota,2021-08,2021,8,0
KotaPontianak,Kota,2021-09,2021,9,0
KotaPontianak,Kota,2021-10,2021,10,0
KotaPontianak,Kota,2021-11,2021,11,0
KotaPontianak,Kota,2021-12,2021,12,0
KotaPontianak,Kota,2022-01,2022,1,0
KotaPontianak,Kota,2022-02,2022,2,0
KotaPontianak,Kota,2022-03,2022,3,1
KotaPontianak,Kota,2022-04,2022,4,9
KotaPontianak,Kota,2022-05,2022,5,1
KotaPontianak,Kota,2022-06,2022,6,0
KotaPontianak,Kota,2022-07,2022,7,0
KotaPontianak,Kota,2022-08,2022,8,0
KotaPontianak,Kota,2022-09,2022,9,0
KotaPontianak,Kota,2022-10,2022,10,0
KotaPontianak,Kota,2022-11,2022,11,0
KotaPontianak,Kota,2022-12,2022,12,0
KotaPontianak,Kota,2023-01,2023,1,0
KotaPontianak,Kota,2023-02,2023,2,2
KotaPontianak,Kota,2023-03,2023,3,0
KotaPontianak,Kota,2023-04,2023,4,0
KotaPontianak,Kota,2023-05,2023,5,0
KotaPontianak,Kota,2023-06,2023,6,0
KotaPontianak,Kota,2023-07,2023,7,0
KotaPontianak,Kota,2023-08,2023,8,0
KotaPontianak,Kota,2023-09,2023,9,0
KotaPontianak,Kota,2023-10,2023,10,0
KotaPontianak,Kota,2023-11,2023,11,0
KotaPontianak,Kota,2023-12,2023,12,0
KotaPontianak,Kota,2024-01,2024,1,0
KotaPontianak,Kota,2024-02,2024,2,0
KotaPontianak,Kota,2024-03,2024,3,0
KotaPontianak,Kota,2024-04,2024,4,0
KotaPontianak,Kota,2024-05,2024,5,0
KotaPontianak,Kota,2024-06,2024,6,0
KotaPontianak,Kota,2024-07,2024,7,0
KotaPontianak,Kota,2024-08,2024,8,0
KotaPontianak,Kota,2024-09,2024,9,0
KotaPontianak,Kota,2024-10,2024,10,2
KotaPontianak,Kota,2024-11,2024,11,2
KotaPontianak,Kota,2024-12,2024,12,1
KotaPontianak,Kota,2025-01,2025,1,0
KotaPontianak,Kota,2025-02,2025,2,1
KotaPontianak,Kota,2025-03,2025,3,0
KotaPontianak,Kota,2025-04,2025,4,0
KotaPontianak,Kota,2025-05,2025,5,0
KotaPontianak,Kota,2025-06,2025,6,0
KotaPontianak,Kota,2025-07,2025,7,1
KotaPontianak,Kota,2025-08,2025,8,0
KotaPontianak,Kota,2025-09,2025,9,0
KotaPontianak,Kota,2025-10,2025,10,0
KotaPontianak,Kota,2025-11,2025,11,2
KotaPontianak,Kota,2025-12,2025,12,0
KotaPontianak,Kota,2026-01,2026,1,7
KotaPontianak,Kota,2026-02,2026,2,3
KotaPontianak,Kota,2026-03,2026,3,3
KotaPontianak,Kota,2026-04,2026,4,0
KotaPontianak,Kota,2026-05,2026,5,0
KotaPontianak,Kota,2026-06,2026,6,0
KotaPontianak,Kota,2026-07,2026,7,2
KotaPontianak,Kota,2026-08,2026,8,4
KubuRaya,Kabupaten,2012-01,2012,1,51
KubuRaya,Kabupaten,2012-02,2012,2,5
KubuRaya,Kabupaten,2012-03,2012,3,123
KubuRaya,Kabupaten,2012-04,2012,4,32
KubuRaya,Kabupaten,2012-05,2012,5,78
KubuRaya,Kabupaten,2012-06,2012,6,603
KubuRaya,Kabupaten,2012-07,2012,7,270
KubuRaya,Kabupaten,2012-08,2012,8,1162
KubuRaya,Kabupaten,2012-09,2012,9,874
KubuRaya,Kabupaten,2012-10,2012,10,273
KubuRaya,Kabupaten,2012-11,2012,11,1
KubuRaya,Kabupaten,2012-12,2012,12,0
KubuRaya,Kabupaten,2013-01,2013,1,315
KubuRaya,Kabupaten,2013-02,2013,2,57
KubuRaya,Kabupaten,2013-03,2013,3,422
KubuRaya,Kabupaten,2013-04,2013,4,8
KubuRaya,Kabupaten,2013-05,2013,5,7
KubuRaya,Kabupaten,2013-06,2013,6,260
KubuRaya,Kabupaten,2013-07,2013,7,52
KubuRaya,Kabupaten,2013-08,2013,8,305
KubuRaya,Kabupaten,2013-09,2013,9,176
KubuRaya,Kabupaten,2013-10,2013,10,450
KubuRaya,Kabupaten,2013-11,2013,11,2
KubuRaya,Kabupaten,2013-12,2013,12,0
KubuRaya,Kabupaten,2014-01,2014,1,725
KubuRaya,Kabupaten,2014-02,2014,2,2356
KubuRaya,Kabupaten,2014-03,2014,3,242
KubuRaya,Kabupaten,2014-04,2014,4,42
KubuRaya,Kabupaten,2014-05,2014,5,24
KubuRaya,Kabupaten,2014-06,2014,6,63
KubuRaya,Kabupaten,2014-07,2014,7,841
KubuRaya,Kabupaten,2014-08,2014,8,562
KubuRaya,Kabupaten,2014-09,2014,9,675
KubuRaya,Kabupaten,2014-10,2014,10,45
KubuRaya,Kabupaten,2014-11,2014,11,1
